,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
SRX5930999,15544377.0,14144730.0,2439.0,272812.0,0.0,0.0,0.0,0.0,7784.0,0.0,0.0,0.0,0.0,518199.0,568761.0,29652.0,90.99579867369404,15544377.0,15271565.0,98.24,272812.0,1.76,SRX5930999_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15544377.0,0.0,20-101,41.0,10.408760583677491,99.20168971712408,pass,pass,,pass,fail,warn,pass,warn,fail,warn,pass,15547474,6136277,15547474.0,1570294874,399421,1552882491,1.1088607170731934,0.0783,0.9217,0.0,,
SRX5931000,14069631.0,12680910.0,7756.0,253361.0,0.0,0.0,0.0,0.0,4082.0,0.0,0.0,0.0,0.0,735319.0,367873.0,20330.0,90.12965585238165,14069631.0,13816270.0,98.2,253361.0,1.8,SRX5931000_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14069631.0,0.0,20-101,41.0,11.644439019233385,99.60635101233288,pass,pass,,pass,fail,warn,pass,warn,fail,warn,pass,14073823,5126437,14073823.0,1421456123,479565,1411345845,0.711262052792888,0.1396,0.8604,0.0,,
SRX5931001,14215845.0,12482214.0,53025.0,271576.0,0.0,0.0,0.0,0.0,9374.0,0.0,0.0,0.0,0.0,937384.0,425002.0,37270.0,87.8049387848559,14215845.0,13944269.0,98.09,271576.0,1.91,SRX5931001_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14215845.0,0.0,20-101,41.0,15.36266086724148,99.29106275427174,pass,pass,,pass,fail,pass,pass,warn,fail,warn,pass,14218916,5409122,14218916.0,1436110516,1336797,1421251328,1.0346827653199917,0.122,0.878,0.0,,
SRX5931002,13914436.0,12159344.0,39192.0,260271.0,0.0,0.0,0.0,0.0,11197.0,0.0,0.0,0.0,0.0,961442.0,443127.0,39863.0,87.38653869980789,13914436.0,13654165.0,98.13,260271.0,1.87,SRX5931002_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13914436.0,0.0,20-101,42.0,12.069604345124068,99.14168953739842,pass,pass,,pass,fail,pass,pass,warn,fail,warn,pass,13918758,5421661,13918758.0,1405794558,1232878,1388339775,1.2416311402451738,0.1021,0.8979,0.0,,
SRX8696864,2089808.0,47.0,6.0,2085786.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,3909.0,12.0,0.0,0.0022490104354084,2089808.0,4022.0,0.19,2085786.0,99.81,SRX8696864_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2089808.0,0.0,20-151,46.0,98.9124623886976,136.8753871169026,pass,pass,,pass,fail,fail,pass,warn,pass,pass,pass,2100532,435319,2100532.0,288251916,520906,286413872,0.6376519627366501,0.0,1.0,0.0,,
SRX8696865,1814795.0,3484.0,27.0,1810838.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,254.0,150.0,9.0,0.1919776062861094,1814795.0,3957.0,0.22,1810838.0,99.78,SRX8696865_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1814795.0,0.0,20-151,42.0,99.2876037020882,140.73488796255225,pass,pass,,pass,fail,warn,pass,warn,pass,pass,pass,1820144,353533,1820144.0,256954408,537301,255778008,0.4578244090679308,,,,,
SRX8696866,2341245.0,4346.0,212.0,2336102.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,309.0,214.0,5.0,0.1856277322535659,2341245.0,5143.0,0.22,2336102.0,99.78,SRX8696866_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2341245.0,0.0,20-151,42.0,91.7182261093072,138.020708212938,pass,pass,,pass,fail,pass,pass,warn,pass,pass,pass,2349904,479741,2349904.0,325156264,787001,323422005,0.5333617069729895,0.6,0.4,0.0,,
SRX8696867,2682600.0,5102.0,11.0,2676674.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,508.0,249.0,4.0,0.1901886229777082,2682600.0,5926.0,0.22,2676674.0,99.78,SRX8696867_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2682600.0,0.0,20-151,42.0,99.4400715689525,137.63166331171251,pass,pass,,pass,fail,pass,pass,warn,pass,pass,pass,2694653,615944,2694653.0,371863792,766009,369607269,0.6068143897161141,1.0,0.0,0.0,,
SRX8696868,2371869.0,4014.0,130.0,2367072.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,390.0,177.0,9.0,0.169233629681909,2371869.0,4797.0,0.2,2367072.0,99.8,SRX8696868_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2371869.0,0.0,20-151,42.0,99.23353803931644,135.72332831197676,pass,pass,,pass,fail,pass,pass,warn,pass,pass,pass,2383998,549646,2383998.0,324518012,664217,322296604,0.6845253322949605,1.0,0.0,0.0,,
SRX8696869,2114821.0,3632.0,172.0,2110486.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,315.0,140.0,7.0,0.1717403033164509,2114821.0,4335.0,0.2,2110486.0,99.8,SRX8696869_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2114821.0,0.0,20-151,43.0,99.32941530918012,136.7469582532044,pass,pass,,pass,fail,warn,pass,warn,pass,pass,pass,2124003,469696,2124003.0,291317155,569627,289510243,0.6202559543738507,1.0,0.0,0.0,,
SRX8696870,2210363.0,4482.0,25.0,2205203.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,359.0,212.0,4.0,0.2027721238547696,2210363.0,5160.0,0.23,2205203.0,99.77,SRX8696870_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2210363.0,0.0,20-151,42.0,99.31202395159907,134.9565143824793,pass,pass,,pass,fail,warn,pass,warn,pass,pass,pass,2221187,532780,2221187.0,300812977,642286,298614635,0.730800254006329,,,,,
SRX8696871,2703472.0,125.0,1.0,2697479.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,5759.0,34.0,0.0,0.0046236839146105,2703472.0,5993.0,0.22,2697479.0,99.78,SRX8696871_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2703472.0,0.0,20-151,42.0,90.36995718294943,138.5135499831328,pass,pass,,pass,fail,pass,pass,warn,pass,pass,pass,2714850,590737,2714850.0,376967091,734934,374736266,0.5917824269705283,0.0,1.0,0.0,,
SRX8944518,35508376.0,23663696.0,1292730.0,6187534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3247617.0,1107172.0,9627.0,66.64257469843172,35508376.0,29320842.0,82.57,6187534.0,17.43,SRX8944518_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,35508376.0,0.0,20-101,44.0,17.437486220356078,97.64529450741422,pass,pass,,pass,fail,warn,pass,warn,fail,warn,pass,35561463,14801401,35561463.0,3591707763,2024189,3491819629,2.781076317761657,,,0.0,0.9424,0.0576
SRX8944519,43800544.0,30548329.0,1284619.0,6613336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3863029.0,1479289.0,11942.0,69.7441771499459,43800544.0,37187208.0,84.9,6613336.0,15.1,SRX8944519_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,43800544.0,0.0,20-101,44.0,16.100741107061587,97.51659248798371,pass,pass,,pass,fail,warn,pass,warn,fail,warn,pass,43894850,18473355,43894850.0,4433379850,2695166,4301632927,2.971703924715587,,,0.0,0.9453,0.0547
SRX8944520,39128002.0,18841103.0,2924769.0,13399067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046630.0,908107.0,8326.0,48.15247913757519,39128002.0,25728935.0,65.76,13399067.0,34.24,SRX8944520_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,39128002.0,0.0,20-101,47.0,16.76578223443509,96.41475141000043,pass,pass,,pass,fail,fail,pass,warn,fail,fail,pass,39220236,16811942,39220236.0,3961243836,2631762,3800181646,4.065949905336754,,,0.0,0.9238,0.0762
SRX8944521,44620096.0,13857643.0,4939476.0,22164990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860843.0,789832.0,7312.0,31.05695469592894,44620096.0,22455106.0,50.33,22164990.0,49.67,SRX8944521_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,44620096.0,0.0,20-101,49.0,14.195325384894266,94.86829288758142,pass,pass,,pass,fail,fail,pass,warn,fail,fail,pass,44724086,19604221,44724086.0,4517132686,3090594,4265016006,5.581343244164335,,,0.0,0.9516,0.0484
SRX8944522,39600155.0,21822149.0,2091111.0,11327005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3358266.0,992094.0,9530.0,55.106221175144384,39600155.0,28273150.0,71.4,11327005.0,28.6,SRX8944522_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,39600155.0,0.0,20-101,46.0,17.386773187225074,96.7609873244183,pass,pass,,pass,fail,fail,pass,warn,fail,warn,pass,39692243,16900789,39692243.0,4008916543,2627042,3859590103,3.724857786344793,,,0.0,0.8882,0.1118
SRX8944523,45526161.0,19548964.0,3405829.0,17909469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678629.0,973225.0,10045.0,42.94006692108302,45526161.0,27616692.0,60.66,17909469.0,39.34,SRX8944523_trimmed.fq.gz,Conventional base calls,Sanger / Illumina 1.9,45526161.0,0.0,20-101,47.0,16.364079457118347,95.2785778269334,pass,pass,,pass,fail,fail,pass,warn,fail,fail,pass,45655172,20306739,45655172.0,4611172372,3401279,4369974660,5.2307242614612015,,,0.0,0.9415,0.0585
ABNM001,6203339.0,4553152.0,67839.0,153350.0,0.0,0.0,0.0,0.0,12201.0,0.0,0.0,0.0,0.0,1112032.0,230703.0,74062.0,73.39840689022476,6203339.0,6049989.0,97.53,153350.0,2.47,ABNM001_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6203339.0,0.0,20-51,39.0,20.88616483552713,50.51714923205068,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,6208600,2346059,,316638600,416898,313110023,1.1143862434965288,0.0471,0.6259,0.327,,
ABNM002,8400351.0,6560307.0,87375.0,324048.0,0.0,0.0,0.0,0.0,11955.0,0.0,0.0,0.0,0.0,1046265.0,256344.0,114057.0,78.09562957547845,8400351.0,8076303.0,96.14,324048.0,3.86,ABNM002_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8400351.0,0.0,20-51,39.0,19.602346144716147,50.47378770244244,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,8408390,3008476,,428827890,180481,424727961,0.9560779733799496,0.0361,0.6369,0.3271,,
ABNM003,6595703.0,3992220.0,169420.0,268138.0,0.0,0.0,0.0,0.0,6447.0,0.0,0.0,0.0,0.0,1892885.0,225267.0,41326.0,60.52758894692499,6595703.0,6327565.0,95.93,268138.0,4.07,ABNM003_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6595703.0,0.0,20-51,38.0,15.69432147530013,50.518716958601686,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,6604481,2357980,,336828531,570363,333172651,1.085383114413191,0.0719,0.5456,0.3825,,
ABNM004,6537171.0,4385501.0,774706.0,198095.0,0.0,0.0,0.0,0.0,21310.0,0.0,0.0,0.0,0.0,885588.0,200623.0,71348.0,67.0856093560961,6537171.0,6339076.0,96.97,198095.0,3.03,ABNM004_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6537171.0,0.0,20-51,41.0,18.950379225367385,50.47708970745909,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,6549520,2352912,,334025520,142053,330319218,1.1095864771051025,0.0558,0.6105,0.3336,,
ABNM005,6798364.0,3949557.0,107033.0,225805.0,0.0,0.0,0.0,0.0,5334.0,0.0,0.0,0.0,0.0,2199507.0,283041.0,28087.0,58.09569772963025,6798364.0,6572559.0,96.68,225805.0,3.32,ABNM005_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6798364.0,0.0,20-51,37.0,12.988065300109575,50.548002872455776,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,6805745,2034140,,347092995,186057,343974851,0.8983598185264442,0.0748,0.5293,0.3959,,
ABNM006,7073462.0,4246413.0,255755.0,596328.0,0.0,0.0,0.0,0.0,7699.0,0.0,0.0,0.0,0.0,1660372.0,258426.0,48469.0,60.03302201948636,7073462.0,6477134.0,91.57,596328.0,8.43,ABNM006_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7073462.0,0.0,20-51,38.0,15.533468582990634,50.49924492419695,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,7080238,2361041,,361092138,167995,357593722,0.9688430269838776,0.0635,0.4975,0.439,,
ABNM007,7906731.0,3107209.0,309342.0,483935.0,0.0,0.0,0.0,0.0,17532.0,0.0,0.0,0.0,0.0,3578127.0,370213.0,40373.0,39.29827636731286,7906731.0,7422796.0,93.88,483935.0,6.12,ABNM007_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7906731.0,0.0,20-51,39.0,5.942357315766678,50.49762335407642,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,7927364,2761780,,404295564,947889,399641187,1.1512312808853868,0.0868,0.4379,0.4753,,
ABNM008,5781785.0,2182145.0,212381.0,1828717.0,0.0,0.0,0.0,0.0,6017.0,0.0,0.0,0.0,0.0,1320419.0,202382.0,29724.0,37.74171817181026,5781785.0,3953068.0,68.37,1828717.0,31.63,ABNM008_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5781785.0,0.0,20-51,42.0,11.474355708160148,50.540766389618426,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,5791021,1788602,,295342071,137483,292521888,0.9548869859451892,0.0754,0.4437,0.4809,,
ABNM009,5968311.0,2531622.0,169997.0,196646.0,0.0,0.0,0.0,0.0,6435.0,0.0,0.0,0.0,0.0,2750229.0,277171.0,36211.0,42.41772923696503,5968311.0,5771665.0,96.71,196646.0,3.29,ABNM009_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5968311.0,0.0,20-51,38.0,8.783173123483223,50.48349977070565,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,5986627,2142314,,305317977,794667,301681695,1.1909819512527426,0.0779,0.4113,0.5108,,
ABNM010,7043612.0,4543220.0,196004.0,316120.0,0.0,0.0,0.0,0.0,11557.0,0.0,0.0,0.0,0.0,1494750.0,395911.0,86050.0,64.50128144480415,7043612.0,6727492.0,95.51,316120.0,4.49,ABNM010_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7043612.0,0.0,20-51,38.0,6.784991007551924,50.43412002251118,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,7068425,2460449,,360489675,158498,356206253,1.188223213327816,0.0653,0.5033,0.4315,,
ABNM011,7270177.0,5646328.0,124492.0,167366.0,0.0,0.0,0.0,0.0,19028.0,0.0,0.0,0.0,0.0,1003433.0,229412.0,80118.0,77.66424393793989,7270177.0,7102811.0,97.7,167366.0,2.3,ABNM011_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7270177.0,0.0,20-51,38.0,17.88778830430184,50.489930300183886,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,7276475,2658861,,371100225,491636,367148201,1.064947885709312,0.0648,0.5323,0.4028,,
ABNM012,4050152.0,3149080.0,82692.0,84202.0,0.0,0.0,0.0,0.0,10416.0,0.0,0.0,0.0,0.0,551089.0,128901.0,43772.0,77.75214362325168,4050152.0,3965950.0,97.92,84202.0,2.08,ABNM012_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4050152.0,0.0,20-51,40.0,24.891505492976044,50.511443027323416,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,4053243,1443851,,206715393,86299,204725688,0.96253354485314,0.064,0.5038,0.4322,,
ABNM013,6029836.0,4997794.0,30213.0,145592.0,0.0,0.0,0.0,0.0,16816.0,0.0,0.0,0.0,0.0,574505.0,187879.0,77037.0,82.88441012326041,6029836.0,5884244.0,97.59,145592.0,2.41,ABNM013_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6029836.0,0.0,20-51,40.0,18.99937669578125,50.51908012091872,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,6035496,2148804,,307810296,122389,304893066,0.9477363291317584,0.0485,0.6093,0.3422,,
ABNM014,6557350.0,5343807.0,78221.0,147332.0,0.0,0.0,0.0,0.0,18872.0,0.0,0.0,0.0,0.0,649578.0,217463.0,102077.0,81.49339291024576,6557350.0,6410018.0,97.75,147332.0,2.25,ABNM014_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6557350.0,0.0,20-51,39.0,18.951200090462343,50.48680579807392,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,6563342,2405094,,334730442,474386,331133327,1.0746303737740113,0.0403,0.653,0.3067,,
ABNM015,5690776.0,4620401.0,3974.0,224922.0,0.0,0.0,0.0,0.0,22227.0,0.0,0.0,0.0,0.0,488896.0,223741.0,106615.0,81.1910537332694,5690776.0,5465854.0,96.05,224922.0,3.95,ABNM015_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5690776.0,0.0,20-51,37.0,23.49061165133867,50.62122793095353,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,5695653,1615274,,290478303,113060,288140251,0.8048972938264515,0.0557,0.585,0.3594,,
ABNM016,5999550.0,4782594.0,9790.0,210538.0,0.0,0.0,0.0,0.0,24868.0,0.0,0.0,0.0,0.0,662742.0,205411.0,103607.0,79.71587869090182,5999550.0,5789012.0,96.49,210538.0,3.51,ABNM016_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5999550.0,0.0,20-51,40.0,23.32094853259761,50.47987832420765,pass,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,6004732,2169862,,306241332,132351,303305473,0.9586749707580297,0.0423,0.5941,0.3636,,
ABNM017,6980801.0,5615850.0,7692.0,246491.0,0.0,0.0,0.0,0.0,37598.0,0.0,0.0,0.0,0.0,711263.0,238991.0,122916.0,80.44707190478572,6980801.0,6734310.0,96.47,246491.0,3.53,ABNM017_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6980801.0,0.0,20-51,40.0,19.33541333757943,50.51328536653602,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,6985869,2524037,,356279319,132909,352874843,0.9555637440746316,0.0409999999999999,0.6114,0.3476,,
ABNM018,6442207.0,5178779.0,7526.0,244685.0,0.0,0.0,0.0,0.0,29637.0,0.0,0.0,0.0,0.0,635516.0,248929.0,97135.0,80.38827377015363,6442207.0,6197522.0,96.2,244685.0,3.8,ABNM018_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6442207.0,0.0,20-51,40.0,20.45819811393091,50.51257387413972,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,6446452,2327464,,328769052,127991,325623153,0.9568719990104178,0.0522,0.5947,0.3531,,
ABNM019,6211097.0,4167304.0,54531.0,187525.0,0.0,0.0,0.0,0.0,11842.0,0.0,0.0,0.0,0.0,1566872.0,184109.0,38914.0,67.09449232559079,6211097.0,6023572.0,96.98,187525.0,3.02,ABNM019_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6211097.0,0.0,20-51,38.0,19.197128389509533,50.508564268115606,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,6217406,2168771,,317087706,166114,313984306,0.9787197489138856,0.0446,0.5729,0.3825,,
ABNM020,6211495.0,4048462.0,60917.0,211143.0,0.0,0.0,0.0,0.0,13251.0,0.0,0.0,0.0,0.0,1600473.0,223969.0,53280.0,65.17693405532806,6211495.0,6000352.0,96.6,211143.0,3.4,ABNM020_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6211495.0,0.0,20-51,38.0,20.29280918989992,50.44720103614348,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,6217351,2350827,,317084901,498496,313426211,1.153851851179757,0.0557,0.6261,0.3183,,
ABNM021,7224993.0,4917157.0,16928.0,211603.0,0.0,0.0,0.0,0.0,11682.0,0.0,0.0,0.0,0.0,1726941.0,255570.0,85112.0,68.0576022703413,7224993.0,7013390.0,97.07,211603.0,2.93,ABNM021_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7224993.0,0.0,20-51,39.0,20.61982474143144,50.50495536812286,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,7229492,2588561,,368704092,381000,364949230,1.0183944473282385,0.0614,0.6549,0.2837,,
ABNM022,6523991.0,3603131.0,80793.0,211967.0,0.0,0.0,0.0,0.0,14129.0,0.0,0.0,0.0,0.0,2347387.0,215071.0,51513.0,55.22893885046744,6523991.0,6312024.0,96.75,211967.0,3.25,ABNM022_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6523991.0,0.0,20-51,38.0,18.90668882114036,50.50779423208892,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,6529705,2500119,,333014955,456008,329121120,1.1692673081303508,0.0556,0.6859,0.2585,,
ABNM023,7507587.0,4803859.0,18114.0,253852.0,0.0,0.0,0.0,0.0,10391.0,0.0,0.0,0.0,0.0,1962630.0,363989.0,94752.0,63.98672436296775,7507587.0,7253735.0,96.62,253852.0,3.38,ABNM023_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7507587.0,0.0,20-51,39.0,19.069673950709355,50.52814825855497,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,7512541,2740800,,383139591,414813,379106053,1.052759384503284,0.0702,0.6683,0.2614,,
ABNM024,4929195.0,2314322.0,32800.0,129062.0,0.0,0.0,0.0,0.0,6414.0,0.0,0.0,0.0,0.0,2229222.0,178614.0,38761.0,46.951317608656176,4929195.0,4800133.0,97.38,129062.0,2.62,ABNM024_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4929195.0,0.0,20-51,38.0,18.396921131250085,50.53779775399431,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,4935259,1844346,,251698209,410212,248711889,1.186468513965469,0.0742,0.6207,0.3051,,
ABNM025,5275230.0,3273791.0,254673.0,159596.0,0.0,0.0,0.0,0.0,7475.0,0.0,0.0,0.0,0.0,1326948.0,205364.0,47383.0,62.05968270577775,5275230.0,5115634.0,96.97,159596.0,3.03,ABNM025_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5275230.0,0.0,20-51,39.0,21.89470699073841,50.49467511369173,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,5279729,1810976,,269266179,115832,266779074,0.9236603754829528,0.0929,0.6077,0.2993,,
ABNM026,6268112.0,3921653.0,124670.0,197773.0,0.0,0.0,0.0,0.0,8844.0,0.0,0.0,0.0,0.0,1729338.0,231361.0,54473.0,62.565139231717616,6268112.0,6070339.0,96.84,197773.0,3.16,ABNM026_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6268112.0,0.0,20-51,38.0,19.770489199249955,50.526440657091,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,6272900,2242552,,319917900,384809,316592938,1.0393172748383257,0.0886,0.6433,0.2681,,
ABNM027,5867468.0,4804425.0,27766.0,261692.0,0.0,0.0,0.0,0.0,38930.0,0.0,0.0,0.0,0.0,449515.0,184122.0,101018.0,81.88242355987285,5867468.0,5605776.0,95.54,261692.0,4.46,ABNM027_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5867468.0,0.0,20-51,40.0,20.84345392679264,50.5139889983209,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,5869976,2123591,,299368776,109256,296513350,0.9538155709331556,0.0473,0.588,0.3647,,
ABNM028,6268206.0,5066831.0,25934.0,236049.0,0.0,0.0,0.0,0.0,24840.0,0.0,0.0,0.0,0.0,572677.0,236154.0,105721.0,80.83383028573088,6268206.0,6032157.0,96.23,236049.0,3.77,ABNM028_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6268206.0,0.0,20-51,40.0,21.17430101563456,50.51142017349142,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,6272051,2262645,,319874601,123955,316807189,0.9589420324122576,0.0476,0.6577,0.2947,,
ABNM029,4596097.0,3723784.0,30721.0,190161.0,0.0,0.0,0.0,0.0,15725.0,0.0,0.0,0.0,0.0,443617.0,134906.0,57183.0,81.02057027952195,4596097.0,4405936.0,95.86,190161.0,4.14,ABNM029_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4596097.0,0.0,20-51,39.0,24.69542386982693,50.48146264101911,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,4598972,1722988,,234547572,268778,232050375,1.0646867834555969,0.0505,0.5702,0.3792,,
ABNM030,6942172.0,5264588.0,61999.0,251523.0,0.0,0.0,0.0,0.0,26687.0,0.0,0.0,0.0,0.0,978691.0,241729.0,116955.0,75.83488280036853,6942172.0,6690649.0,96.38,251523.0,3.62,ABNM030_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6942172.0,0.0,20-51,39.0,19.70424685782261,50.49795510684552,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,6945866,2478929,,354239166,144355,350842070,0.9589837392514636,0.04,0.6634,0.2967,,
ABNM031,6046375.0,4748894.0,73840.0,179035.0,0.0,0.0,0.0,0.0,18710.0,0.0,0.0,0.0,0.0,749635.0,194695.0,81566.0,78.54117549771556,6046375.0,5867340.0,97.04,179035.0,2.96,ABNM031_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6046375.0,0.0,20-51,39.0,21.35530618536856,50.49299158586757,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,6049542,2225039,,308526642,300133,305335793,1.0342215438237583,0.0413,0.6625,0.2963,,
ABNM032,6011280.0,4833052.0,65882.0,185174.0,0.0,0.0,0.0,0.0,16120.0,0.0,0.0,0.0,0.0,608170.0,209057.0,93825.0,80.39971520208674,6011280.0,5826106.0,96.92,185174.0,3.08,ABNM032_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6011280.0,0.0,20-51,39.0,21.10010198242564,50.49231894039207,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,6016302,2151468,,306831402,125381,303896636,0.9564751133262428,0.0394,0.6747,0.2859,,
ABNM033,5728183.0,4444984.0,148276.0,196447.0,0.0,0.0,0.0,0.0,16887.0,0.0,0.0,0.0,0.0,660825.0,180664.0,80100.0,77.59849851165718,5728183.0,5531736.0,96.57,196447.0,3.43,ABNM033_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5728183.0,0.0,20-51,40.0,21.218391714658686,50.51385840850406,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,5731215,2054763,,292291965,112710,289502934,0.9541935235886488,0.0401,0.6599,0.2999,,
